%%MatrixMarket matrix coordinate real general
1089 1089 7393
1 1 8.6732757497876600e-01
1 5 -3.3291127323158598e-01
1 112 -3.3604941203152494e-01
1 630 -1.9836334206546516e-01
2 2 8.6734302418085218e-01
2 31 -3.3607112121028387e-01
2 32 -3.3294471675872289e-01
2 628 -1.9832363844260878e-01
3 3 8.6738268050637934e-01
3 58 -3.3614331729459968e-01
3 59 -3.3301295116871377e-01
3 627 -1.9822286397621272e-01
4 4 8.6729532375536211e-01
4 85 -3.3598209271493740e-01
4 86 -3.3286489139837183e-01
4 629 -1.9844479222995631e-01
5 1 -3.3291127323158598e-01
5 5 1.7944019742564026e+00
5 6 -1.6761544849568003e-01
5 630 -8.2667323252208480e-01
5 830 -4.6719748261508864e-01
6 5 -1.6761544849568003e-01
6 6 1.8528982074317808e+00
6 7 -3.3000756925797087e-01
6 471 -3.3961561320512468e-01
6 830 -1.0156545762551852e+00
7 6 -3.3000756925797087e-01
7 7 1.7882369297073664e+00
7 8 -1.1803959163910920e-01
7 471 -5.3866673530752418e-01
7 754 -8.0151821910247545e-01
8 7 -1.1803959163910918e-01
8 8 1.7879779867848360e+00
8 9 -2.5825115281790040e-01
8 598 -6.6073793207677944e-01
8 754 -7.5094501584393392e-01
9 8 -2.5825115281790045e-01
9 9 1.7557356953612226e+00
9 10 -4.1898584198751282e-01
9 408 -5.5462896399673711e-01
9 598 -5.2386374591686535e-01
10 9 -4.1898584198751282e-01
10 10 1.8000605174737718e+00
10 11 -3.0847439388970538e-01
10 408 -2.9737959807532055e-01
10 803 -7.7521443387047961e-01
11 10 -3.0847439388970538e-01
11 11 1.7413313886593953e+00
11 12 -3.3852191635923584e-01
11 710 -6.2896868353469571e-01
11 803 -4.6536057309348178e-01
12 11 -3.3852191635923584e-01
12 12 1.9211927270793987e+00
12 13 -2.0533011736271919e-01
12 710 -2.4138169096620635e-01
12 1084 -1.1359542103956688e+00
13 12 -2.0533011736271919e-01
13 13 1.6866456845156783e+00
13 14 -2.4589041911331364e-01
13 570 -2.1974965645619696e-01
13 897 -5.4395878526403774e-01
13 1084 -4.7171011675138430e-01
14 13 -2.4589041911331361e-01
14 14 1.7557817334994250e+00
14 15 -2.1814539850087500e-01
14 897 -7.3046680166648204e-01
14 902 -5.6127442419979434e-01
15 14 -2.1814539850087500e-01
15 15 1.7523611865420770e+00
15 16 -3.2489161752008866e-01
15 427 -4.8650188326431548e-01
15 902 -7.2281689315383779e-01
16 15 -3.2489161752008866e-01
16 16 1.7759076005493264e+00
16 17 -1.8451329952023943e-01
16 427 -4.5907661189262650e-01
16 736 -8.0742098515890204e-01
17 16 -1.8451329952023945e-01
17 17 1.7917178720808347e+00
17 18 -4.3025277177060894e-01
17 514 -4.3777325880399770e-01
17 736 -7.3917290378121547e-01
18 17 -4.3025277177060894e-01
18 18 1.7836410567140446e+00
18 19 -3.9880529239820978e-01
18 514 -4.6160326487960313e-01
18 606 -4.9297241163315625e-01
19 18 -3.9880529239820978e-01
19 19 1.8206347286478306e+00
19 20 -1.2489451457905035e-01
19 606 -4.4688389598335743e-01
19 992 -8.5004592931373657e-01
20 19 -1.2489451457905036e-01
20 20 1.7851713868488981e+00
20 21 -3.1592550872950598e-01
20 596 -5.6859368047152925e-01
20 992 -7.7575304592275263e-01
21 20 -3.1592550872950603e-01
21 21 1.8324612707879928e+00
21 22 -2.4708541477148069e-01
21 596 -3.0003064676217334e-01
21 731 -9.6941462657272115e-01
22 21 -2.4708541477148069e-01
22 22 1.8834106146360468e+00
22 23 -9.2604129443503685e-02
22 447 1.6296569294067736e-02
22 731 -5.3510507831574938e-01
22 1012 -1.0249062953662573e+00
23 22 -9.2604129443503685e-02
23 23 1.8463273331423604e+00
23 24 -1.9428039641866540e-01
23 574 -4.1026801241246323e-02
23 966 -5.1032018911283927e-01
23 1012 -1.0080902055854637e+00
24 23 -1.9428039641866540e-01
24 24 1.8924259127994343e+00
24 25 -3.2534643095430260e-01
24 620 -2.7887644427455766e-01
24 966 -1.0939178279659685e+00
25 24 -3.2534643095430260e-01
25 25 1.7531616537679935e+00
25 26 -1.7984904628978338e-01
25 620 -5.6768640308278862e-01
25 768 -6.8027471156870911e-01
26 25 -1.7984904628978338e-01
26 26 1.8358985593497754e+00
26 27 -4.2393028519903048e-01
26 410 -3.3876074111020293e-01
26 768 -8.9335285208747739e-01
27 26 -4.2393028519903048e-01
27 27 1.7649889005356008e+00
27 28 -2.6819338426609424e-01
27 410 -4.5508754204389690e-01
27 601 -6.1777136396780574e-01
28 27 -2.6819338426609424e-01
28 28 1.7687949421897338e+00
28 29 -1.5304472396475835e-01
28 601 -6.0788295733171682e-01
28 757 -7.3966931527854418e-01
29 28 -1.5304472396475835e-01
29 29 1.7780750341573102e+00
29 30 -3.5799216176772886e-01
29 474 -4.9747082675784432e-01
29 757 -7.6956216436340685e-01
30 29 -3.5799216176772886e-01
30 30 1.8400821612318590e+00
30 31 -1.8128666781454938e-01
30 474 -3.3301261792963310e-01
30 832 -9.6778549148513793e-01
31 2 -3.3607112121028387e-01
31 30 -1.8128666781454938e-01
31 31 1.7844599865651121e+00
31 628 -7.9094118333884811e-01
31 832 -4.7615637697874580e-01
32 2 -3.3294471675872289e-01
32 32 1.7943845983026454e+00
32 33 -1.6765760163993837e-01
32 628 -8.2660982488694956e-01
32 828 -4.6716791729287466e-01
33 32 -1.6765760163993834e-01
33 33 1.8529199776066516e+00
33 34 -3.3011510117115928e-01
33 470 -3.3950182464142420e-01
33 828 -1.0156404492551332e+00
34 33 -3.3011510117115933e-01
34 34 1.7882241803245176e+00
34 35 -1.1812977329192589e-01
34 470 -5.3850090641034676e-01
34 753 -8.0147358423409398e-01
35 34 -1.1812977329192588e-01
35 35 1.7879215236525172e+00
35 36 -2.5838219338232399e-01
35 597 -6.6061788306426805e-01
35 753 -7.5078737872608770e-01
36 35 -2.5838219338232399e-01
36 36 1.7557775278158774e+00
36 37 -4.1914192836878866e-01
36 406 -5.5456248032334465e-01
36 597 -5.2368493387640669e-01
37 36 -4.1914192836878866e-01
37 37 1.8001483743994848e+00
37 38 -3.0854742773865257e-01
37 406 -2.9720863748343268e-01
37 802 -7.7524412983385926e-01
38 37 -3.0854742773865257e-01
38 38 1.7413272520524907e+00
38 39 -3.3861089287279672e-01
38 709 -6.2874746254650660e-01
38 802 -4.6541564588953471e-01
39 38 -3.3861089287279672e-01
